자전거보관소명,소재지도로명주소,소재지지번주소,위도,경도,보관대수,설치년도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
성산초등학교,전라남도 장성군 장성읍 성산2길 21,전라남도 장성군 장성읍 성산리 450,35.326424,126.805994,40,,,Y,N,,N,061-393-2035,장성교육청,2019-06-30,4980000,전라남도 장성군
서수면사무소,전라북도 군산시 서수면 항쟁로 193 (서수리),전라북도 군산시 서수면 서수리 769-1,35.9831162310,126.8756305585,7,2013,거치형,N,N,,N,063-454-7129,군산시 서수면사무소,2019-09-06,4670000,전라북도 군산시
군산시청,전라북도 군산시 시청로 17 (조촌동),전라북도 군산시 조촌동 888,35.9672746,126.7367366,40,2012,휀스형,Y,Y,수동식,N,063-454-2285,군산시 총무과,2019-09-06,4670000,전라북도 군산시
도시철도 초량역 10번 출입구,부산광역시 동구 중앙대로 276 (초량동),,35.1212812,129.0435146,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
부산진역 횡단보도 옆,부산광역시 동구 중앙대로 380 (수정동),,35.12845729,129.0490545,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
도시철도 부산진역 3번 출입구,부산광역시 동구 수정로 3 (수정동),,35.12704794,129.046277,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
도시철도 좌천역 7번 출입구,부산광역시 동구 중앙대로 465 (좌천동),,35.1353168,129.055023,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
동구도서관,부산광역시 동구 성북로36번길 54 (범일동),,35.13806421,129.0524328,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
범일5동 주민센터 앞,부산광역시 동구 성남로47번길 13 (좌천동),,35.13050728,129.0538008,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
도시철도 좌천역 2번 출입구위,부산광역시 동구 중앙대로 450 (좌천동),,35.1338762,129.054311,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
한성기린아파트 입구,"부산광역시 동구 중앙대로 514 (범일동, 한성기린프라자)",,35.13897889,129.0569493,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
봉생병원 앞,부산광역시 동구 중앙대로 401 (좌천동),,35.131053,129.050444,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
부산은행 범일동지점 앞,부산광역시 동구 범일로 92 (범일동),,35.13819451,129.0598345,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
조선통신사 박물관 옆,부산광역시 동구 자성로 99 (범일동),,35.13574371,129.0604485,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
(구)부산은행 범천동지점 앞,부산광역시 동구 중앙대로 548 (범일동),,35.14151203,129.0559423,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
하나은행 범일동지점앞,부산광역시 동구 조방로 43(범일동),,35.14030831,129.0603837,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
동부경찰서 앞,부산광역시 동구 중앙대로 383-1,,35.12961167,129.0492151,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
성남초등학교 후문,부산광역시 동구 범일로53번길 14(범일동),,35.13519334,129.0584732,20,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
자성대공원 서문 입구,부산광역시 동구 자성로 99 (범일동),,35.13574371,129.0604485,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
독도주차장,부산광역시 동구 증산로 100 (좌천동),,35.13563677,129.0529467,7,,,N,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
55보급창 맞은편,부산광역시 동구 성남로 94-1 (범일동),,35.13123368,129.0592116,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
부산역 뒤편 선상주차장,부산광역시 동구 중앙대로 206(초량동),,35.11760617,129.0450624,10,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
서현중학교 내,경기도 성남시 분당구 중앙공원로 54-1,경기도 성남시 분당구 서현동 96-1,37.380542,127.133377,1,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
우성프라자 앞,경기도 성남시 분당구 돌마로 481,경기도 성남시 분당구 서현동 95,37.377734,127.132851,2,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
서현2동주민센터,경기도 성남시 분당구 돌마로476번길 17,경기도 성남시 분당구 서현동 296,37.376006,127.134537,1,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
효자촌프라자,경기도 성남시 분당구 돌마로 478,경기도 성남시 분당구 서현동 298-3,37.377077,127.133151,3,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
서울동물병원 앞,경기도 성남시 분당구 불정로 381,경기도 성남시 분당구 서현동 305-1,37.374184,127.135675,2,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
양영디지털고 앞,경기도 성남시 분당구 불정로386번길 35,경기도 성남시 분당구 서현동 316,37.373846,127.141028,3,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
양영중학교,경기도 성남시 분당구 돌마로486번길 23,경기도 성남시 분당구 서현동 293,37.376411,127.136012,1,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
양영초교 앞,경기도 성남시 분당구 불정로406번길 17,경기도 성남시 분당구 서현동 319,37.374325,127.144511,1,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
청소년 수련관 앞,경기도 성남시 분당구 성남대로407번길 12,경기도 성남시 분당구 정자동 6-1,37.372661,127.106104,2,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
송내역 환승센터,경기도 부천시 송내대로43,경기도 부천시 상동464-2,37.487716,126.752757,600,,거치형,N,Y,수동식,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
덕산중학교,경기도 부천시 성오로 203,경기도 부천시 오정동 117,37.528677,126.793531,10,,,N,N,,N,032-625-7234,경기도 부천시청,2019-05-28,3860000,경기도 부천시
고강본동 재래시장근처,경기도 부천시 고리울로52번길24,경기도 부천시 고강본동388-13,37.526234,126.821179,21,,휀스형,Y,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
고강사거리,경기도 부천시 역곡로483,경기도 부천시 고강1동319-4,37.527883,126.815802,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
도봉중학교 자전거보관소,서울특별시 도봉구 마들로 671,,37.670730,127.045970,20,,휀스형,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
선덕고등학교 자전거보관소,서울특별시 도봉구 쌍문4동 263,,37.654500,127.026550,20,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
문화고등학교 자전거보관소,서울특별시 도봉구 마들로 598,,37.663860,127.047540,20,,,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
창동역 1번출구 자전거보관소,서울특별시 도봉구 마들로11길 77 창동역,,37.653420,127.048820,135,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉역 2번출구 자전거보관소,서울특별시 도봉구 도봉로170길 2도봉역 2번출구,,37.678640,127.045360,150,,휀스형,N,Y,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
녹천역 3번출구 자전거보관소,서울특별시 도봉구 덕릉로 376 녹천역 3번출구,,37.643720,127.051790,10,,휀스형,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
녹천역 1번출구 자전거보관소,서울특별시 도봉구 덕릉로 376 녹천역 1번출구,,37.645930,127.050650,40,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
녹천역 2번출구 자전거보관소,서울특별시 도봉구 덕릉로 376 녹천역 2번출구,,37.646120,127.050860,20,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
녹천역 4번출구 자전거보관소,서울특별시 도봉구 덕릉로 376 녹천역 4번출구,,37.643690,127.051580,21,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
쌍문역(1번출구) 자전거보관소 - 1,서울특별시 도봉구 도봉로 486-1쌍문역,,37.649070,127.035200,60,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
쌍문역(2번출구) 자전거보관소,서울특별시 도봉구 도봉로 486-1쌍문역,,37.647830,127.034480,10,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
쌍문역(3번출구) 자전거보관소,서울특별시 도봉구 도봉로 486-1쌍문역,,37.647960,127.034110,10,,단독형,Y,Y,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
쌍문역(4번출구) 자전거보관소,서울특별시 도봉구 도봉로 486-1쌍문역 4번출구,,37.649170,127.034810,90,,단독형,Y,Y,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉산역 중간 자전거보관소,서울특별시 도봉구 도봉로 964-33 도봉산역,,37.689140,127.046330,30,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉산역 만남의 광장,서울특별시 도봉구 도봉로 964-33 도봉산역 만남의 광장,,37.688590,127.046490,42,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉산역 2번출구 자전거보관소,서울특별시 도봉구 도봉로 964-33 도봉산역 2번출구,,37.688700,127.047010,68,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
방학역(남부) 자전거보관소,서울특별시 도봉구 도봉로150다길 3 방학역 남부 서측,,37.666600,127.044310,118,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
방학역 2번출구 자전거보관소,서울특별시 도봉구 도봉로150다길 3 방학역 2번출구,,37.668320,127.044450,80,,단독형,Y,Y,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
방학역 3번출구 자전거보관소,서울특별시 도봉구 도봉로150다길 3 방학역 3번출구,,37.667130,127.044620,20,,휀스형,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉역(북부) 자전거보관소,서울특별시 도봉구 도봉로170길 2,,37.680390,127.045750,20,,휀스형,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉구청 자전거보관소,서울특별시 도봉구 마들로 656,,37.668770,127.047070,100,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
쌍문3동주민센터 자전거보관소,서울특별시 도봉구 노해로44길 9,,37.648940,127.027910,10,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
방학3동문화센터 자전거보관소,서울특별시 도봉구 시루봉로 226,,37.668180,127.035040,20,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
창1동주민센터 자전거보관소,서울특별시 도봉구 해등로 46 (창동),,37.648330,127.043780,7,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
창4동주민센터 자전거보관소,서울특별시 도봉구 창4동 33-1,,37.652200,127.051540,10,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉구 마을예술창작소 자전거보관소,서울특별시 도봉구 노해로 279-5 (창동),,37.651960,127.039150,9,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉구민회관 자전거보관소,서울특별시 도봉구 창동역길 23,,37.653180,127.047660,20,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉소방서 자전거보관소,서울특별시 도봉구 방학동 708,,37.663970,127.043020,40,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉도서관 자전거보관소,서울특별시 도봉구 삼양로 556 (쌍문동),,37.652570,127.012900,30,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉서원사회복지관 자전거보관소,서울특별시 도봉구 마들로 668 (도봉동),,37.669620,127.046540,10,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉노인복지센터 자전거보관소,서울특별시 도봉구 도봉로169가길 52 (도봉동),,37.682080,127.043550,7,,휀스형,N,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
문화마당 주변,경상남도 통영시 통영해안로 328,경상남도 통영시 중앙동 236,34.84381812,128.4241413,1,2011,거치형,N,Y,태양광식,N,055-650-4713,경상남도 통영시청,2019-09-02,5330000,경상남도 통영시
봉평동주민센터,경상남도 통영시 도남로 185,경상남도 통영시 도남동 399-2,34.82960109,128.4243196,1,2011,거치형,N,N,,N,055-650-4713,경상남도 통영시청,2019-09-02,5330000,경상남도 통영시
사량면사무소,경상남도 통영시 사량면 상도일주로 1580-13,경상남도 통영시 사량면 금평리 123-1,34.84538009,128.2198113,1,2011,단독형,Y,Y,태양광식,N,055-650-4713,경상남도 통영시청,2019-09-02,5330000,경상남도 통영시
창동중학교 자전거보관소,서울특별시 도봉구 방학1동 722,,37.662680,127.049670,78,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
창동중학교 자전거보관소,서울특별시 도봉구 방학1동 722,,37.662680,127.049670,30,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
도봉중학교 자전거보관소,서울특별시 도봉구 마들로 671,,37.670730,127.045970,50,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
오봉초등학교 자전거보관소,서울특별시 도봉구 시루봉로 285 (도봉동),,37.671880,127.040290,10,,단독형,Y,N,,N,02-2091-0000,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구
